sample_name	library_name	pool_name	ploidy	file_name_r1	file_name_r2	adaptor_1	adaptor_2	ref	rgid	rglb	rgpl	rgpu	rgsm
DRR031965			2	DRR031965_1.fastq.gz	DRR031965_2.fastq.gz				Ahalg_Japan_Inotani_230_IN023004_DRR031965		ILLUMINA		Ahalg_Japan_Inotani_230_IN023004
DRR031929			2	DRR031929_1.fastq.gz	DRR031929_2.fastq.gz				Ahalg_Japan_Ibuki_380_IB038007_DRR031929		ILLUMINA		Ahalg_Japan_Ibuki_380_IB038007
DRR031981			2	DRR031981_1.fastq.gz	DRR031981_2.fastq.gz				Ahalg_Japan_Okunikkawa_370_OK037003_DRR031981		ILLUMINA		Ahalg_Japan_Okunikkawa_370_OK037003
DRR031974			2	DRR031974_1.fastq.gz	DRR031974_2.fastq.gz				Ahalg_Japan_Minoo_220_MN022005_DRR031974		ILLUMINA		Ahalg_Japan_Minoo_220_MN022005
DRR031926			2	DRR031926_1.fastq.gz	DRR031926_2.fastq.gz				Ahalg_Japan_Ibuki_380_IB038006_DRR031926		ILLUMINA		Ahalg_Japan_Ibuki_380_IB038006
DRR031901			2	DRR031901_1.fastq.gz	DRR031901_2.fastq.gz				Ahalg_Japan_Fujiwara_400_FJ040003_DRR031901		ILLUMINA		Ahalg_Japan_Fujiwara_400_FJ040003
DRR031946			2	DRR031946_1.fastq.gz	DRR031946_2.fastq.gz				Ahalg_Japan_Ibuki_1000_IB100004_DRR031946		ILLUMINA		Ahalg_Japan_Ibuki_1000_IB100004
DRR031951			2	DRR031951_1.fastq.gz	DRR031951_2.fastq.gz				Ahalg_Japan_Ibuki_1250_IB125001_DRR031951		ILLUMINA		Ahalg_Japan_Ibuki_1250_IB125001
DRR031919			2	DRR031919_1.fastq.gz	DRR031919_2.fastq.gz				Ahalg_Japan_Fujiwara_1100_FJ110008_DRR031919		ILLUMINA		Ahalg_Japan_Fujiwara_1100_FJ110008
DRR031976			2	DRR031976_1.fastq.gz	DRR031976_2.fastq.gz				Ahalg_Japan_Minoo_220_MN022007_DRR031976		ILLUMINA		Ahalg_Japan_Minoo_220_MN022007
DRR031916			2	DRR031916_1.fastq.gz	DRR031916_2.fastq.gz				Ahalg_Japan_Fujiwara_1100_FJ110003_DRR031916		ILLUMINA		Ahalg_Japan_Fujiwara_1100_FJ110003
DRR031906			2	DRR031906_1.fastq.gz	DRR031906_2.fastq.gz				Ahalg_Japan_Fujiwara_700_FJ070001_DRR031906		ILLUMINA		Ahalg_Japan_Fujiwara_700_FJ070001
DRR031902			2	DRR031902_1.fastq.gz	DRR031902_2.fastq.gz				Ahalg_Japan_Fujiwara_400_FJ040003_DRR031902		ILLUMINA		Ahalg_Japan_Fujiwara_400_FJ040003
DRR031978			2	DRR031978_1.fastq.gz	DRR031978_2.fastq.gz				Ahalg_Japan_Okunikkawa_370_OK037001_DRR031978		ILLUMINA		Ahalg_Japan_Okunikkawa_370_OK037001
DRR031982			2	DRR031982_1.fastq.gz	DRR031982_2.fastq.gz				Ahalg_Japan_Okunikkawa_370_OK037003_DRR031982		ILLUMINA		Ahalg_Japan_Okunikkawa_370_OK037003
DRR031972			2	DRR031972_1.fastq.gz	DRR031972_2.fastq.gz				Ahalg_Japan_Itamuro_520_IT052004_DRR031972		ILLUMINA		Ahalg_Japan_Itamuro_520_IT052004
DRR031921			2	DRR031921_1.fastq.gz	DRR031921_2.fastq.gz				Ahalg_Japan_Ibuki_380_IB038002_DRR031921		ILLUMINA		Ahalg_Japan_Ibuki_380_IB038002
DRR031900			2	DRR031900_1.fastq.gz	DRR031900_2.fastq.gz				Ahalg_Japan_Fujiwara_400_FJ040002_DRR031900		ILLUMINA		Ahalg_Japan_Fujiwara_400_FJ040002
DRR031959			2	DRR031959_1.fastq.gz	DRR031959_2.fastq.gz				Ahalg_Japan_Inotani_230_IN023001_DRR031959		ILLUMINA		Ahalg_Japan_Inotani_230_IN023001
DRR031933			2	DRR031933_1.fastq.gz	DRR031933_2.fastq.gz				Ahalg_Japan_Ibuki_600_IB060002_DRR031933		ILLUMINA		Ahalg_Japan_Ibuki_600_IB060002
DRR031889			2	DRR031889_1.fastq.gz	DRR031889_2.fastq.gz				Ahalg_Japan_Fujiwara_200_FJ020001_DRR031889		ILLUMINA		Ahalg_Japan_Fujiwara_200_FJ020001
DRR031977			2	DRR031977_1.fastq.gz	DRR031977_2.fastq.gz				Ahalg_Japan_Minoo_220_MN022008_DRR031977		ILLUMINA		Ahalg_Japan_Minoo_220_MN022008
DRR031938			2	DRR031938_1.fastq.gz	DRR031938_2.fastq.gz				Ahalg_Japan_Ibuki_600_IB060005_DRR031938		ILLUMINA		Ahalg_Japan_Ibuki_600_IB060005
DRR031915			2	DRR031915_1.fastq.gz	DRR031915_2.fastq.gz				Ahalg_Japan_Fujiwara_1100_FJ110003_DRR031915		ILLUMINA		Ahalg_Japan_Fujiwara_1100_FJ110003
DRR031904			2	DRR031904_1.fastq.gz	DRR031904_2.fastq.gz				Ahalg_Japan_Fujiwara_400_FJ040004_DRR031904		ILLUMINA		Ahalg_Japan_Fujiwara_400_FJ040004
DRR031937			2	DRR031937_1.fastq.gz	DRR031937_2.fastq.gz				Ahalg_Japan_Ibuki_600_IB060004_DRR031937		ILLUMINA		Ahalg_Japan_Ibuki_600_IB060004
DRR031909			2	DRR031909_1.fastq.gz	DRR031909_2.fastq.gz				Ahalg_Japan_Fujiwara_700_FJ070003_DRR031909		ILLUMINA		Ahalg_Japan_Fujiwara_700_FJ070003
DRR031891			2	DRR031891_1.fastq.gz	DRR031891_2.fastq.gz				Ahalg_Japan_Fujiwara_200_FJ020003_DRR031891		ILLUMINA		Ahalg_Japan_Fujiwara_200_FJ020003
DRR031893			2	DRR031893_1.fastq.gz	DRR031893_2.fastq.gz				Ahalg_Japan_Fujiwara_200_FJ020005_DRR031893		ILLUMINA		Ahalg_Japan_Fujiwara_200_FJ020005
DRR031895			2	DRR031895_1.fastq.gz	DRR031895_2.fastq.gz				Ahalg_Japan_Fujiwara_200_FJ020006_DRR031895		ILLUMINA		Ahalg_Japan_Fujiwara_200_FJ020006
DRR031945			2	DRR031945_1.fastq.gz	DRR031945_2.fastq.gz				Ahalg_Japan_Ibuki_1000_IB100003_DRR031945		ILLUMINA		Ahalg_Japan_Ibuki_1000_IB100003
DRR031911			2	DRR031911_1.fastq.gz	DRR031911_2.fastq.gz				Ahalg_Japan_Fujiwara_700_FJ070004_DRR031911		ILLUMINA		Ahalg_Japan_Fujiwara_700_FJ070004
DRR031914			2	DRR031914_1.fastq.gz	DRR031914_2.fastq.gz				Ahalg_Japan_Fujiwara_1100_FJ110001_DRR031914		ILLUMINA		Ahalg_Japan_Fujiwara_1100_FJ110001
DRR031927			2	DRR031927_1.fastq.gz	DRR031927_2.fastq.gz				Ahalg_Japan_Ibuki_380_IB038006_DRR031927		ILLUMINA		Ahalg_Japan_Ibuki_380_IB038006
DRR031962			2	DRR031962_1.fastq.gz	DRR031962_2.fastq.gz				Ahalg_Japan_Inotani_230_IN023002_DRR031962		ILLUMINA		Ahalg_Japan_Inotani_230_IN023002
DRR031969			2	DRR031969_1.fastq.gz	DRR031969_2.fastq.gz				Ahalg_Japan_Itamuro_520_IT052002_DRR031969		ILLUMINA		Ahalg_Japan_Itamuro_520_IT052002
DRR031922			2	DRR031922_1.fastq.gz	DRR031922_2.fastq.gz				Ahalg_Japan_Ibuki_380_IB038004_DRR031922		ILLUMINA		Ahalg_Japan_Ibuki_380_IB038004
DRR031961			2	DRR031961_1.fastq.gz	DRR031961_2.fastq.gz				Ahalg_Japan_Inotani_230_IN023002_DRR031961		ILLUMINA		Ahalg_Japan_Inotani_230_IN023002
DRR031913			2	DRR031913_1.fastq.gz	DRR031913_2.fastq.gz				Ahalg_Japan_Fujiwara_1100_FJ110001_DRR031913		ILLUMINA		Ahalg_Japan_Fujiwara_1100_FJ110001
DRR031908			2	DRR031908_1.fastq.gz	DRR031908_2.fastq.gz				Ahalg_Japan_Fujiwara_700_FJ070002_DRR031908		ILLUMINA		Ahalg_Japan_Fujiwara_700_FJ070002
DRR031890			2	DRR031890_1.fastq.gz	DRR031890_2.fastq.gz				Ahalg_Japan_Fujiwara_200_FJ020001_DRR031890		ILLUMINA		Ahalg_Japan_Fujiwara_200_FJ020001
DRR031944			2	DRR031944_1.fastq.gz	DRR031944_2.fastq.gz				Ahalg_Japan_Ibuki_1000_IB100003_DRR031944		ILLUMINA		Ahalg_Japan_Ibuki_1000_IB100003
DRR031894			2	DRR031894_1.fastq.gz	DRR031894_2.fastq.gz				Ahalg_Japan_Fujiwara_200_FJ020005_DRR031894		ILLUMINA		Ahalg_Japan_Fujiwara_200_FJ020005
DRR031941			2	DRR031941_1.fastq.gz	DRR031941_2.fastq.gz				Ahalg_Japan_Ibuki_1000_IB100001_DRR031941		ILLUMINA		Ahalg_Japan_Ibuki_1000_IB100001
DRR031975			2	DRR031975_1.fastq.gz	DRR031975_2.fastq.gz				Ahalg_Japan_Minoo_220_MN022006_DRR031975		ILLUMINA		Ahalg_Japan_Minoo_220_MN022006
DRR031892			2	DRR031892_1.fastq.gz	DRR031892_2.fastq.gz				Ahalg_Japan_Fujiwara_200_FJ020003_DRR031892		ILLUMINA		Ahalg_Japan_Fujiwara_200_FJ020003
DRR031957			2	DRR031957_1.fastq.gz	DRR031957_2.fastq.gz				Ahalg_Japan_Ibuki_1250_IB125005_DRR031957		ILLUMINA		Ahalg_Japan_Ibuki_1250_IB125005
DRR031949			2	DRR031949_1.fastq.gz	DRR031949_2.fastq.gz				Ahalg_Japan_Ibuki_1000_IB100005_DRR031949		ILLUMINA		Ahalg_Japan_Ibuki_1000_IB100005
DRR031928			2	DRR031928_1.fastq.gz	DRR031928_2.fastq.gz				Ahalg_Japan_Ibuki_380_IB038007_DRR031928		ILLUMINA		Ahalg_Japan_Ibuki_380_IB038007
DRR031925			2	DRR031925_1.fastq.gz	DRR031925_2.fastq.gz				Ahalg_Japan_Ibuki_380_IB038005_DRR031925		ILLUMINA		Ahalg_Japan_Ibuki_380_IB038005
DRR031958			2	DRR031958_1.fastq.gz	DRR031958_2.fastq.gz				Ahalg_Japan_Ibuki_1250_IB125005_DRR031958		ILLUMINA		Ahalg_Japan_Ibuki_1250_IB125005
DRR031954			2	DRR031954_1.fastq.gz	DRR031954_2.fastq.gz				Ahalg_Japan_Ibuki_1250_IB125003_DRR031954		ILLUMINA		Ahalg_Japan_Ibuki_1250_IB125003
DRR031963			2	DRR031963_1.fastq.gz	DRR031963_2.fastq.gz				Ahalg_Japan_Inotani_230_IN023003_DRR031963		ILLUMINA		Ahalg_Japan_Inotani_230_IN023003
DRR031948			2	DRR031948_1.fastq.gz	DRR031948_2.fastq.gz				Ahalg_Japan_Ibuki_1000_IB100005_DRR031948		ILLUMINA		Ahalg_Japan_Ibuki_1000_IB100005
DRR031947			2	DRR031947_1.fastq.gz	DRR031947_2.fastq.gz				Ahalg_Japan_Ibuki_1000_IB100004_DRR031947		ILLUMINA		Ahalg_Japan_Ibuki_1000_IB100004
DRR031966			2	DRR031966_1.fastq.gz	DRR031966_2.fastq.gz				Ahalg_Japan_Inotani_230_IN023004_DRR031966		ILLUMINA		Ahalg_Japan_Inotani_230_IN023004
DRR031917			2	DRR031917_1.fastq.gz	DRR031917_2.fastq.gz				Ahalg_Japan_Fujiwara_1100_FJ110004_DRR031917		ILLUMINA		Ahalg_Japan_Fujiwara_1100_FJ110004
DRR031920			2	DRR031920_1.fastq.gz	DRR031920_2.fastq.gz				Ahalg_Japan_Ibuki_380_IB038002_DRR031920		ILLUMINA		Ahalg_Japan_Ibuki_380_IB038002
DRR031967			2	DRR031967_1.fastq.gz	DRR031967_2.fastq.gz				Ahalg_Japan_Itamuro_520_IT052001_DRR031967		ILLUMINA		Ahalg_Japan_Itamuro_520_IT052001
DRR031923			2	DRR031923_1.fastq.gz	DRR031923_2.fastq.gz				Ahalg_Japan_Ibuki_380_IB038004_DRR031923		ILLUMINA		Ahalg_Japan_Ibuki_380_IB038004
DRR031910			2	DRR031910_1.fastq.gz	DRR031910_2.fastq.gz				Ahalg_Japan_Fujiwara_700_FJ070004_DRR031910		ILLUMINA		Ahalg_Japan_Fujiwara_700_FJ070004
DRR031930			2	DRR031930_1.fastq.gz	DRR031930_2.fastq.gz				Ahalg_Japan_Ibuki_600_IB060001_DRR031930		ILLUMINA		Ahalg_Japan_Ibuki_600_IB060001
DRR031931			2	DRR031931_1.fastq.gz	DRR031931_2.fastq.gz				Ahalg_Japan_Ibuki_600_IB060001_DRR031931		ILLUMINA		Ahalg_Japan_Ibuki_600_IB060001
